Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
White shrimp,Invertebrate,Sensitivity,Sensitivity to Ocean Acidification,1.6,9,12,4,0,1.8,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Other Stressors,2.4,2,10,9,4,2.6,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Population Growth Rate,2.2,20,5,0,0,1.2,Low,Low,gulf
White shrimp,Invertebrate,Sensitivity,Stock Size/Status,2.2,20,5,0,0,1.2,Low,Low,gulf
White shrimp,Invertebrate,Exposure,Sea Surface Temperature,0,25,0,0,0,1,High,Low,gulf
White shrimp,Invertebrate,Exposure,Salinity,3,4.629625,12.037025,6.481475,1.85185,2.222222222,High,Low,gulf
White shrimp,Invertebrate,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
White shrimp,Invertebrate,Exposure,Primary Productivity,2,18.518525,6.481475,0,0,1.259259,High,Low,gulf
White shrimp,Invertebrate,Exposure,Air Temperature,3,0,0,0,25,4,High,Low,gulf
White shrimp,Invertebrate,Exposure,Precipitation,3,25,0,0,0,1,High,Low,gulf
White shrimp,Invertebrate,Exposure,Sea Level Rise,2.6,0,9,11,5,2.84,High,Low,gulf
White shrimp,Invertebrate,Exposure,Hypoxia,2.6,0,8,13,4,2.84,High,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Habitat Specificity,2.6,3,13,8,1,2.28,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Prey Specificity,2.6,17,5,1,2,1.52,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Adult Mobility,2.4,9,13,3,0,1.76,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Dispersal of Early Life Stages,3,16,9,0,0,1.36,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Early Life History Survival and Settlement Requirements,2.2,24,1,0,0,1.04,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Complexity in Reproductive Strategy,2,7,11,5,2,2.08,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Spawning Cycle,2.6,6,12,7,0,2.04,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Sensitivity to Temperature,2.4,5,18,2,0,1.88,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Sensitivity to Ocean Acidification,2.4,11,12,2,0,1.64,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Other Stressors,1.8,3,11,10,1,2.36,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Population Growth Rate,1.4,0,13,11,1,2.52,Low,Low,gulf
Yellow stingray,Elasmobranch,Sensitivity,Stock Size/Status,1.2,5,17,3,0,1.92,Low,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Salinity,3,1.182425,3.04055,3.716225,17.0608,3.466216,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Primary Productivity,2,6.292525,17.0068,1.700675,0,1.816326,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Sea Level Rise,2.6,5,9,7,4,2.4,High,Low,gulf
Yellow stingray,Elasmobranch,Exposure,Hypoxia,2,6,8,9,2,2.28,High,Low,gulf
Yellowedge grouper,Groupers,Sensitivity,Habitat Specificity,2.4,8,12,4,1,1.92,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Prey Specificity,1.8,14,10,1,0,1.48,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Adult Mobility,1.4,1,12,11,1,2.48,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Dispersal of Early Life Stages,1.2,6,16,3,0,1.88,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Early Life History Survival and Settlement Requirements,0.6,4,10,10,1,2.32,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Complexity in Reproductive Strategy,1.4,4,5,9,7,2.76,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Spawning Cycle,2.4,0,17,7,1,2.36,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Sensitivity to Temperature,2.4,8,7,9,1,2.12,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Sensitivity to Ocean Acidification,1.8,7,13,5,0,1.92,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Other Stressors,1.6,11,13,1,0,1.6,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Population Growth Rate,2.6,0,0,4,21,3.84,High,High,gulf
Yellowedge grouper,Groupers,Sensitivity,Stock Size/Status,2.4,2,4,11,8,3,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Salinity,3,1.166675,3.333325,3.833325,16.666675,3.44,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Primary Productivity,2,6.335625,16.95205,1.712325,0,1.815068,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Air Temperature,0,25,0,0,0,1,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Precipitation,0,25,0,0,0,1,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Sea Level Rise,0,25,0,0,0,1,High,High,gulf
Yellowedge grouper,Groupers,Exposure,Hypoxia,1.8,10,8,6,1,1.92,High,High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Habitat Specificity,2.6,6,8,9,2,2.28,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Prey Specificity,1.8,14,10,1,0,1.48,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Adult Mobility,1.4,1,11,11,2,2.56,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Dispersal of Early Life Stages,1.4,6,15,3,1,1.96,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Early Life History Survival and Settlement Requirements,0.8,2,5,14,4,2.8,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Complexity in Reproductive Strategy,2,6,5,8,6,2.56,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Spawning Cycle,2,6,12,6,1,2.08,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Sensitivity to Temperature,2.6,8,7,8,2,2.16,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Sensitivity to Ocean Acidification,1.6,6,11,7,1,2.12,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Other Stressors,1.8,8,11,6,0,1.92,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Population Growth Rate,2.4,0,2,10,13,3.44,High,Very High,gulf
Yellowmouth grouper,Groupers,Sensitivity,Stock Size/Status,1.8,2,4,11,8,3,High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Salinity,3,0,2.927925,3.15315,18.918925,3.63964,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Ocean Acidification,2,0,0,0,25,4,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Primary Productivity,2,4.816525,18.80735,1.37615,0,1.862385138,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Air Temperature,0,25,0,0,0,1,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Precipitation,0,25,0,0,0,1,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Sea Level Rise,0,25,0,0,0,1,Very High,Very High,gulf
Yellowmouth grouper,Groupers,Exposure,Hypoxia,0,25,0,0,0,1,Very High,Very High,gulf
Yellowtail snapper,Snappers,Sensitivity,Habitat Specificity,3,0,14,11,0,2.44,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Prey Specificity,2.8,11,14,0,0,1.56,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Adult Mobility,2.8,2,16,7,0,2.2,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Dispersal of Early Life Stages,2.6,4,20,1,0,1.88,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Early Life History Survival and Settlement Requirements,2.4,2,14,9,0,2.28,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Complexity in Reproductive Strategy,2.6,12,11,2,0,1.6,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Spawning Cycle,2.8,17,7,1,0,1.36,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Sensitivity to Temperature,2,8,13,4,0,1.84,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Sensitivity to Ocean Acidification,2,5,14,6,0,2.04,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Other Stressors,1.6,2,18,5,0,2.12,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Population Growth Rate,2.2,6,12,7,0,2.04,Low,Low,gulf
Yellowtail snapper,Snappers,Sensitivity,Stock Size/Status,2.2,20,5,0,0,1.2,Low,Low,gulf
Yellowtail snapper,Snappers,Exposure,Sea Surface Temperature,3,0,0,0,25,4,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Salinity,3,1.166675,3.333325,3.833325,16.666675,3.44,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Ocean Acidification,2,0,0,0,25,4,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Primary Productivity,2,6.335625,16.95205,1.712325,0,1.815068,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Air Temperature,0,25,0,0,0,1,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Precipitation,0,25,0,0,0,1,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Sea Level Rise,0,25,0,0,0,1,High,Low,gulf
Yellowtail snapper,Snappers,Exposure,Hypoxia,2,14,9,2,0,1.52,High,Low,gulf
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Adult Mobility,2.4,4,8,13,0,2.36,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Complexity in Reproductive Strategy,1.8,18,5,1,1,1.4,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Dispersal of Early Life Stages,1.4,10,10,4,1,1.84,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Early Life History Survival and Settlement Requirements,0.9,0,12,12,1,2.56,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Habitat Specificity,2.6,0,17,7,1,2.36,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Other Stressors,1.8,8,16,1,0,1.72,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Population Growth Rate,1.44,9,14,2,0,1.72,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Prey Specificity,2.6,18,4,3,0,1.4,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Sensitivity to Ocean Acidification,1.6,1,21,3,0,2.08,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Sensitivity to Temperature,2.2,14,8,3,0,1.56,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Spawning Cycle,1.2,6,15,4,0,1.92,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Sensitivity,Stock Size/Status,1.3,1,13,8,3,2.52,Moderate,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Bottom Salinity,3,1.7,3.2,0.1,0,1.68,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Bottom Temperature,3,1.5,2.3,0.4,0.8,2.1,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Current EW,3,4.2,0.8,0,0,1.16,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Current NS,3,4.4,0.6,0,0.1,1.176470588,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Current Speed,3,4.5,0.5,0,0,1.1,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Mixed Layer Depth,3,4.4,0.6,0,0,1.12,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Ocean Acidification,3,0,0,0,5,4,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Precipitation,3,5,0,0,0,1,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Productivity,3,4.2,0.8,0,0,1.16,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Sea Surface Temperature,3,0,0,0.3,4.7,3.94,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Surface Chlorophyll,3,4.1,0.9,0,0,1.18,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Surface Oxygen,3,0,0,0.4,4.6,3.92,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Surface Salinity,3,2.5,2.5,0,0,1.5,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Wind EW,3,4.3,0.7,0,0,1.14,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Wind NS,3,4.9,0.1,0,0,1.02,Very High,High,pacific
Achilles tang,Coral Reef Surgeonfish,Exposure,Wind Speed,3,4.5,0.5,0,0,1.1,Very High,High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Adult Mobility,3,0,1,16,8,3.28,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Complexity in Reproductive Strategy,1.8,8,12,5,0,1.88,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Dispersal of Early Life Stages,2.2,4,17,4,0,2,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Early Life History Survival and Settlement Requirements,1.2,4,12,7,2,2.28,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Habitat Specificity,3,0,3,11,11,3.32,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Other Stressors,1.8,3,11,11,0,2.32,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Population Growth Rate,1,9,10,5,1,1.92,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Prey Specificity,2.6,14,10,1,0,1.48,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Sensitivity to Ocean Acidification,2,4,12,9,0,2.2,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Sensitivity to Temperature,2.8,13,10,2,0,1.56,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Spawning Cycle,1,11,8,4,2,1.88,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Sensitivity,Stock Size/Status,1.8,20,4,1,0,1.24,High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Bottom Salinity,3,2.7,2.2,0.1,0,1.48,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Bottom Temperature,3,0.6,1.7,0.8,1.9,2.8,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Current EW,3,3.4,1.6,0,0,1.32,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Current NS,3,3.7,1.3,0,0,1.26,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Current Speed,3,3.9,1.1,0,0,1.22,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Mixed Layer Depth,3,4.2,0.8,0,0,1.16,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Ocean Acidification,3,0,0,0,5,4,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Precipitation,3,4.9,0.1,0,0,1.02,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Productivity,3,3.1,1.9,0,0,1.38,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Sea Surface Temperature,3,0,0,0.1,4.9,3.98,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Surface Chlorophyll,3,2.8,2.2,0,0,1.44,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Surface Oxygen,3,0,0.1,0.2,4.7,3.92,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Surface Salinity,3,3.1,1.9,0,0,1.38,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Wind EW,3,4.6,0.4,0,0,1.08,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Wind NS,3,4.8,0.2,0,0,1.04,Very High,Very High,pacific
Arceye hawkfish,Other Coral Reef,Exposure,Wind Speed,3,4.7,0.3,0,0,1.06,Very High,Very High,pacific
Bigeye scad,Coastal,Sensitivity,Adult Mobility,3,9,16,0,0,1.64,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Complexity in Reproductive Strategy,2,20,5,0,0,1.2,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Dispersal of Early Life Stages,1.4,20,5,0,0,1.2,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Early Life History Survival and Settlement Requirements,1,14,11,0,0,1.44,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Habitat Specificity,2.8,13,12,0,0,1.48,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Other Stressors,2,19,6,0,0,1.24,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Population Growth Rate,2.2,21,4,0,0,1.16,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Prey Specificity,3,19,6,0,0,1.24,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Sensitivity to Ocean Acidification,2.6,7,17,1,0,1.76,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Sensitivity to Temperature,2.8,20,5,0,0,1.2,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Spawning Cycle,2.8,13,12,0,0,1.48,Low,Moderate,pacific
Bigeye scad,Coastal,Sensitivity,Stock Size/Status,2,21,4,0,0,1.16,Low,Moderate,pacific
Bigeye scad,Coastal,Exposure,Bottom Salinity,3,2.3,1.6,0.2,0.9,1.94,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Bottom Temperature,3,0.3,1.1,0.7,2.9,3.24,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Current EW,3,3.2,1.7,0.1,0.1,1.431372549,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Current NS,3,3.3,1.6,0,0,1.326530612,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Current Speed,3,3.4,1.5,0.1,0,1.34,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Mixed Layer Depth,3,4.1,0.9,0,0,1.18,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Ocean Acidification,3,0,0,0,5,4,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Precipitation,3,4.9,0.1,0,0,1.02,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Productivity,3,2.8,2.1,0.1,0,1.46,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Sea Surface Temperature,3,0,0,0.1,4.9,3.98,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Surface Chlorophyll,3,2.5,2.4,0,0,1.489795918,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Surface Oxygen,3,0,0.2,0.4,4.3,3.836734694,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Surface Salinity,3,2.7,1.8,0.2,0.2,1.571428571,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Wind EW,3,4.4,0.6,0,0,1.12,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Wind NS,3,4.4,0.6,0,0,1.12,Very High,Moderate,pacific
Bigeye scad,Coastal,Exposure,Wind Speed,3,4.4,0.5,0,0,1.102040816,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Adult Mobility,3,24,1,0,0,1.04,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Complexity in Reproductive Strategy,2.2,15,9,1,0,1.44,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Dispersal of Early Life Stages,1.2,15,6,4,0,1.56,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Early Life History Survival and Settlement Requirements,1.4,13,8,4,0,1.64,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Habitat Specificity,2.4,18,4,3,0,1.4,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Other Stressors,2,15,10,0,0,1.4,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Population Growth Rate,2.6,13,12,0,0,1.48,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Prey Specificity,2.6,19,4,1,1,1.36,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Sensitivity to Ocean Acidification,2,18,7,0,0,1.28,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Sensitivity to Temperature,2.6,19,3,2,1,1.4,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Spawning Cycle,2.8,22,3,0,0,1.12,Low,Moderate,pacific
Bigeye tuna,Pelagics,Sensitivity,Stock Size/Status,2.8,4,17,4,0,2,Low,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Bottom Salinity,3,1.5,2.3,0.5,0.7,2.08,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Bottom Temperature,3,0.6,1.6,0.8,2,2.84,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Current EW,3,3.4,1.4,0.1,0,1.326530612,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Current NS,3,3.8,1.1,0,0,1.224489796,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Current Speed,3,3.7,1.2,0.1,0,1.28,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Mixed Layer Depth,3,3.4,1.6,0,0,1.32,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Ocean Acidification,3,0,0,0,5,4,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Precipitation,3,4.8,0.2,0,0,1.04,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Productivity,3,2.9,2.1,0,0,1.42,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Sea Surface Temperature,3,0,0.2,0.7,4.1,3.78,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Surface Chlorophyll,3,2.7,2.3,0,0,1.46,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Surface Oxygen,3,0,0.4,1.1,3.5,3.62,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Surface Salinity,3,2.4,2.4,0.1,0.1,1.58,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Wind EW,3,4.4,0.6,0,0,1.12,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Wind NS,3,4.4,0.6,0,0,1.12,Very High,Moderate,pacific
Bigeye tuna,Pelagics,Exposure,Wind Speed,3,4.5,0.5,0,0,1.1,Very High,Moderate,pacific
Black sea cucumber,Invertebrate,Sensitivity,Adult Mobility,3,0,0,16,9,3.36,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Complexity in Reproductive Strategy,2.15,2,13,8,2,2.4,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Dispersal of Early Life Stages,2.4,7,8,3,7,2.4,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Early Life History Survival and Settlement Requirements,1.7,1,11,11,2,2.56,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Habitat Specificity,2.7,15,8,2,0,1.48,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Other Stressors,1.2,6,16,3,0,1.88,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Population Growth Rate,1.8,6,11,5,3,2.2,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Prey Specificity,2.3,18,7,0,0,1.28,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Sensitivity to Ocean Acidification,2.3,3,10,11,1,2.4,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Sensitivity to Temperature,2.6,7,9,5,4,2.24,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Spawning Cycle,2.4,1,10,10,4,2.68,Moderate,High,pacific
Black sea cucumber,Invertebrate,Sensitivity,Stock Size/Status,2.4,15,6,4,0,1.56,Moderate,High,pacific
Black sea cucumber,Invertebrate,Exposure,Bottom Salinity,3,2.4,2.2,0.1,0.2,1.612244898,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Bottom Temperature,3,1,1.9,0.6,1.5,2.52,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Current EW,3,3.6,1.4,0,0,1.28,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Current NS,3,3.9,1,0,0,1.204081633,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Current Speed,3,4.1,0.9,0,0,1.18,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Mixed Layer Depth,3,4.1,0.9,0,0,1.18,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Ocean Acidification,3,0,0,0,5,4,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Precipitation,3,4.9,0.1,0,0,1.02,Very High,High,pacific
Black sea cucumber,Invertebrate,Exposure,Productivity,3,3.2,1.8,0,0,1.36,Very High,High,pacific
