Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Rusty jobfish - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Shortnosed unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Sleek unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Spanner crab - Main Hawaiian Islands,2019,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Spectacled parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Stareye parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Steephead parrotfish - Guam | Asmt,2019,5,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Twosaddle goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowfin goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowlip emperor - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bigeye bream - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bigeye bream - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bigscale soldierfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Blacktail snapper - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Blacktail snapper - Main Hawaiian Islands,2017,1,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Blue goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bluefin trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bluespine unicornfish - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bluespine unicornfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Bullethead parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Common bluestripe snapper - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Eyestripe surgeonfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Filament-finned parrotfish - Guam,2019,5,Exploratory
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Giant trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Green jobfish - Main Hawaiian Islands,2020,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Humpback red snapper - Guam | Asmt,2019,5,Secondary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Island jack - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Naso tang - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Orange goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Pacific longnose parrotfish - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Palenose parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Peacock hind - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Redlip parrotfish - Guam | Asmt,2019,5,Exploratory
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Redlip parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Regal parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Ringtail surgeonfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Shortnosed unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Sleek unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Spectacled parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Stareye parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Steephead parrotfish - Guam | Asmt,2019,5,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Twosaddle goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Yellowfin goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Hawaiian Archipelago Insular Bottomfish Survey (Cooperative Research),Crimson jobfish - Main Hawaiian Islands | Asmt,2018,1,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Main Hawaiian Island (MHI) Insular Bottomfish Survey (Cooperative Research),Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex,2024,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,American Samoa Bottomfish Multi-species Complex,2019,8,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Bigeye bream - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Bigscale soldierfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Black jack - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Blacktail snapper - Main Hawaiian Islands,2017,1,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Blue goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Bluefin trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Bluespine unicornfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Bullethead parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Common bluestripe snapper - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Common bluestripe snapper - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Eyestripe surgeonfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Flame snapper - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Giant trevally - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Goatfish (Parupeneus porphyreus) - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Golden eye jobfish - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Green jobfish - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Guam Bottomfish Multi-species Complex,2024,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Island jack - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Naso tang - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Northern Mariana Islands Bottomfish Multi-species Complex,2019,8,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Oblique-banded snapper - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Orange goatfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Palenose parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Peacock hind - Main Hawaiian Islands,2017,2,Secondary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Redlip parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Regal parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Ringtail surgeonfish - Main Hawaiian Islands,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Rusty jobfish - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Shortnosed unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Sleek unicornfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Spectacled parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Spotcheek emperor - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Stareye parrotfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Twosaddle goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Yellow-edged lyretail - American Samoa,2023,3,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Yellowfin goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,2017,2,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Black sea bass - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Blueline tilefish - Southern Atlantic Coast,2017,11,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Greater amberjack - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Hogfish - Southeast Florida,2014,10,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Red grouper - Southern Atlantic Coast,2017,5,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Red snapper - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Tilefish - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Vermilion snapper - Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,FINSS Survey,Epifaunal (small fish and macro-invertebrates) Sampling,Hogfish - Southeast Florida,2014,10,Secondary
Southeast Shelf,FINSS Survey,Florida Keys/Southeast Reef Fish Visual Census (RVC),Hogfish - Southeast Florida,2014,10,Secondary
Southeast Shelf,FINSS Survey,MARMAP Reef Fish Long Bottom Longline Survey (SCDNR),Snowy grouper - Southern Atlantic Coast,2021,2,Primary
Southeast Shelf,FINSS Survey,MARMAP Reef Fish Long Bottom Longline Survey (SCDNR),Tilefish - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Black sea bass - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Red porgy - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Red snapper - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Scamp - Southern Atlantic Coast,2023,4,Secondary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Snowy grouper - Southern Atlantic Coast,2021,2,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Spanish mackerel - Southern Atlantic Coast,2023,4,Secondary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Vermilion snapper - Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Hogfish - Southeast Florida,2014,10,Primary
Southeast Shelf,FINSS Survey,SEAMAP Reef Fish Camera/Trap,Hogfish - Southeast Florida,2014,10,Exploratory
Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Coastal Trawl_Fall (SCDNR),King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Trawl_Summer,King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,FINSS Survey,SEAMAP South Atlantic Trawl_Winter,King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,FINSS Survey,SEAMAP-GOM Plankton (ADCNR),King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Summer (FFWCC),Hogfish - Southeast Florida,2014,10,Secondary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Black sea bass - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Gag - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Greater amberjack - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Red grouper - Southern Atlantic Coast,2017,5,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Red porgy - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Red snapper - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Scamp - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Spanish mackerel - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Vermilion snapper - Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Black sea bass - Southern Atlantic Coast,2023,4,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Cobia - Southern Atlantic Coast,2020,2,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Gag - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Greater amberjack - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Hogfish - Southeast Florida,2014,10,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,King mackerel - Southern Atlantic Coast,2020,4,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Red grouper - Southern Atlantic Coast,2017,5,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Red porgy - Southern Atlantic Coast,2020,6,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Red snapper - Southern Atlantic Coast,2021,5,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Snowy grouper - Southern Atlantic Coast,2021,2,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Vermilion snapper - Southern Atlantic Coast,2018,6,Primary
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Black grouper - Southern Atlantic Coast / Gulf of Mexico,2010,3,Primary
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Caribbean spiny lobster - Southern Atlantic Coast / Gulf of Mexico,2010,11,Primary
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Exploratory
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Primary
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico | Asmt & Status,2022,9,Primary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Acoustical Environment of Three Stations at Riley's Hump,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Exploratory
Southeast Shelf / Gulf of Mexico,FINSS Survey,Dry Tortugas Reef Fish Visual Census (RVC),Black grouper - Southern Atlantic Coast / Gulf of Mexico,2010,3,Secondary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Florida Keys/Southeast Reef Fish Visual Census (RVC),Black grouper - Southern Atlantic Coast / Gulf of Mexico,2010,3,Primary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Florida Keys/Southeast Reef Fish Visual Census (RVC),Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Primary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Florida Keys/Southeast Reef Fish Visual Census (RVC),Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico | Asmt & Status,2022,9,Primary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Gulf Video Surveys,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Primary
Southeast Shelf / Gulf of Mexico,FINSS Survey,Gulf of Mexico Pelagic Longline,Black grouper - Southern Atlantic Coast / Gulf of Mexico,2010,3,Secondary
Southeast Shelf / Gulf of Mexico,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Primary
Southeast Shelf / Gulf of Mexico,Other Survey,FWRI FIM Inshore Seine Survey,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Primary
Southeast Shelf / Gulf of Mexico,Recreational CPUE,Recreational CPUE,Black grouper - Southern Atlantic Coast / Gulf of Mexico,2010,3,Primary
Southeast Shelf / Gulf of Mexico,Recreational CPUE,Recreational CPUE,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,2024,9,Exploratory
Southeast Shelf / Gulf of Mexico,Recreational CPUE,Recreational CPUE,Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico | Asmt & Status,2022,9,Primary
